id,symbol,name,market_cap_rank,current_price,market_cap,total_volume,price_change_percentage_24h,last_updated
bitcoin,BTC,Bitcoin,1,90373.0,1807237836069,54961201620.0,-1.71718,2025-12-11T15:30:00.663Z
ethereum,ETH,Ethereum,2,3195.53,386610620463,33248382830.0,-3.86347,2025-12-11T15:30:00.521Z
ripple,XRP,XRP,4,2.0,120939676781,4093694627.0,-3.16886,2025-12-11T15:30:06.028Z
binancecoin,BNB,BNB,5,867.95,119830096628,1951405120.0,-2.54819,2025-12-11T15:30:00.964Z
solana,SOL,Solana,7,132.25,74289889322,7337581303.0,-3.43731,2025-12-11T15:30:06.387Z
staked-ether,STETH,Lido Staked Ether,8,3195.7,27890127574,33721227.0,-3.84971,2025-12-11T15:30:06.162Z
tron,TRX,TRON,9,0.28147,26645751151,685552793.0,1.27488,2025-12-11T15:29:56.810Z
dogecoin,DOGE,Dogecoin,10,0.137756,20968067448,1741282466.0,-5.23682,2025-12-11T15:30:00.827Z
cardano,ADA,Cardano,11,0.419222,15354709388,1244063935.0,-9.47505,2025-12-11T15:30:00.183Z
figure-heloc,FIGR_HELOC,Figure Heloc,12,1.021,14420782596,19391616.0,-1.22331,2025-12-11T15:30:01.095Z
whitebit,WBT,WhiteBIT Coin,13,61.26,13126510047,168174986.0,-2.45212,2025-12-11T15:29:57.128Z
wrapped-steth,WSTETH,Wrapped stETH,14,3910.32,12219097408,58299871.0,-3.62784,2025-12-11T15:29:57.520Z
wrapped-beacon-eth,WBETH,Wrapped Beacon ETH,15,3470.58,11353603896,13793196.0,-3.84668,2025-12-11T15:29:57.252Z
wrapped-bitcoin,WBTC,Wrapped Bitcoin,16,90576.0,11310245085,333570164.0,-1.24459,2025-12-11T15:29:58.238Z
bitcoin-cash,BCH,Bitcoin Cash,17,562.71,11239935857,383619375.0,-0.44463,2025-12-11T15:29:59.427Z
usds,USDS,USDS,18,0.999045,9732730745,24215948.0,-0.04235,2025-12-11T15:29:56.775Z
chainlink,LINK,Chainlink,19,13.67,9516073855,856061804.0,-2.82157,2025-12-11T15:30:00.070Z
wrapped-eeth,WEETH,Wrapped eETH,20,3465.46,9349430128,9103503.0,-3.70125,2025-12-11T15:30:00.778Z
binance-bridged-usdt-bnb-smart-chain,BSC-USD,Binance Bridged USDT (BNB Smart Chain),21,1.0,8987515143,1708113266.0,0.00237,2025-12-11T15:29:59.622Z
